payment_id,customer_id,paid_at,amount,currency,status
pay_3659422e0e15,cus_4af9c532fa44,2025-12-23 21:20:39.502474+00:00,45.0,USD,paid
pay_f3128185d1d7,cus_14d717374e0a,2026-02-07 21:20:39.502474+00:00,60.0,USD,paid
pay_5a4fcf5dcab0,cus_97b583c47dab,2025-07-07 21:20:39.502474+00:00,60.0,USD,paid
pay_8ef7fdab45c0,cus_97b583c47dab,2025-08-05 21:20:39.502474+00:00,60.0,USD,paid
pay_5d09c70d7342,cus_97b583c47dab,2025-09-05 21:20:39.502474+00:00,60.0,USD,paid
pay_081b0b5b52b6,cus_97b583c47dab,2025-10-05 21:20:39.502474+00:00,60.0,USD,paid
pay_4b9b88d41501,cus_97b583c47dab,2025-11-04 21:20:39.502474+00:00,60.0,USD,paid
pay_dbfea2570fef,cus_97b583c47dab,2025-12-04 21:20:39.502474+00:00,60.0,USD,paid
pay_f536392fa54c,cus_97b583c47dab,2026-01-01 21:20:39.502474+00:00,60.0,USD,paid
pay_1cdc36da385a,cus_2cb43be314d4,2026-01-26 21:20:39.502474+00:00,12.0,USD,paid
pay_aa1078d8cac8,cus_ca3e8122e898,2025-08-01 21:20:39.502474+00:00,12.0,USD,paid
pay_46e9a9292346,cus_ca3e8122e898,2025-09-02 21:20:39.502474+00:00,12.0,USD,paid
pay_f80e454674fa,cus_ca3e8122e898,2025-10-02 21:20:39.502474+00:00,12.0,USD,paid
pay_830042468949,cus_ca3e8122e898,2025-11-01 21:20:39.502474+00:00,12.0,USD,paid
pay_3e59222d2965,cus_ca3e8122e898,2025-11-30 21:20:39.502474+00:00,12.0,USD,paid
pay_a8e451704a59,cus_ca3e8122e898,2025-12-29 21:20:39.502474+00:00,12.0,USD,paid
pay_641057724d96,cus_47030cd200f8,2026-01-10 21:20:39.502474+00:00,12.0,USD,paid
pay_cac49303ed4d,cus_f01075450950,2025-11-21 21:20:39.502474+00:00,15.0,USD,paid
pay_107b1ad9adef,cus_f01075450950,2025-12-23 21:20:39.502474+00:00,15.0,USD,paid
pay_7d9daa544505,cus_9829343c1f9a,2025-11-16 21:20:39.502474+00:00,20.0,USD,paid
pay_52590c3a9892,cus_9829343c1f9a,2025-12-16 21:20:39.502474+00:00,20.0,USD,paid
pay_7755be180232,cus_9829343c1f9a,2026-01-16 21:20:39.502474+00:00,20.0,USD,paid
pay_299d3c96c761,cus_327fa40364da,2025-12-21 21:20:39.502474+00:00,15.0,USD,paid
pay_dbf7f543c97d,cus_fe8fa5a3e071,2026-01-23 21:20:39.502474+00:00,45.0,USD,paid
pay_a7f6941091fb,cus_cf66dff2064e,2025-11-02 21:20:39.502474+00:00,45.0,USD,paid
pay_4125dc99d4fb,cus_cf66dff2064e,2025-11-30 21:20:39.502474+00:00,45.0,USD,paid
pay_10df016e1d0e,cus_cf66dff2064e,2025-12-30 21:20:39.502474+00:00,45.0,USD,paid
pay_a95da0fb7549,cus_024ac83ee436,2025-12-16 21:20:39.502474+00:00,15.0,USD,paid
pay_15f4c514061e,cus_cf85d3c22b50,2025-12-17 21:20:39.502474+00:00,15.0,USD,paid
pay_db15a60b8722,cus_cf85d3c22b50,2026-01-17 21:20:39.502474+00:00,15.0,USD,paid
pay_48f95e25c1a9,cus_3a78dfb49efb,2026-01-07 21:20:39.502474+00:00,15.0,USD,paid
pay_900a24e21340,cus_3a78dfb49efb,2026-02-06 21:20:39.502474+00:00,15.0,USD,paid
pay_cc2e3f6804f3,cus_eceac8db19eb,2025-11-22 21:20:39.502474+00:00,12.0,USD,paid
pay_c5fdc8f97c5d,cus_eceac8db19eb,2025-12-22 21:20:39.502474+00:00,12.0,USD,paid
pay_336444649f33,cus_4484a7c1d13b,2025-10-18 21:20:39.502474+00:00,15.0,USD,paid
pay_1b8bb150558c,cus_4484a7c1d13b,2025-11-16 21:20:39.502474+00:00,15.0,USD,paid
pay_f256dc6ce85e,cus_4484a7c1d13b,2025-12-18 21:20:39.502474+00:00,15.0,USD,paid
pay_e3a30e02cc31,cus_4484a7c1d13b,2026-01-15 21:20:39.502474+00:00,15.0,USD,paid
pay_c9bb70c11ac1,cus_b65cb06c50b5,2025-05-10 21:20:39.502474+00:00,20.0,USD,paid
pay_0a44d967f653,cus_bcc91850ceae,2025-08-16 21:20:39.502474+00:00,20.0,USD,paid
pay_16bfd1d7ab53,cus_bcc91850ceae,2025-09-15 21:20:39.502474+00:00,20.0,USD,paid
pay_e34ceaa02881,cus_bcc91850ceae,2025-10-15 21:20:39.502474+00:00,20.0,USD,paid
pay_2a40741cbf08,cus_bcc91850ceae,2025-11-14 21:20:39.502474+00:00,20.0,USD,paid
pay_4b3750dff75b,cus_bcc91850ceae,2025-12-13 21:20:39.502474+00:00,20.0,USD,paid
pay_ecf2d0b34f2d,cus_bcc91850ceae,2026-01-13 21:20:39.502474+00:00,20.0,USD,paid
pay_8b98aa481e36,cus_d514323cfe22,2025-10-11 21:20:39.502474+00:00,12.0,USD,paid
pay_bef2fd39d4ef,cus_d514323cfe22,2025-11-11 21:20:39.502474+00:00,12.0,USD,paid
pay_57c27d052f9f,cus_d514323cfe22,2025-12-09 21:20:39.502474+00:00,12.0,USD,paid
pay_01eebb011af9,cus_d514323cfe22,2026-01-08 21:20:39.502474+00:00,12.0,USD,paid
pay_bcd091419075,cus_04211eeafd9b,2025-12-24 21:20:39.502474+00:00,12.0,USD,paid
pay_27288c815936,cus_c24cb40fcca4,2025-09-14 21:20:39.502474+00:00,15.0,USD,paid
pay_f23d66e0a60d,cus_c24cb40fcca4,2025-10-15 21:20:39.502474+00:00,15.0,USD,paid
pay_e40afbc018a5,cus_c24cb40fcca4,2025-11-14 21:20:39.502474+00:00,15.0,USD,paid
pay_601a68ef1495,cus_c24cb40fcca4,2025-12-12 21:20:39.502474+00:00,15.0,USD,paid
pay_b42114e25055,cus_c24cb40fcca4,2026-01-13 21:20:39.502474+00:00,15.0,USD,paid
pay_a536f102b5a8,cus_c8ef06c244cb,2026-01-08 21:20:39.502474+00:00,60.0,USD,paid
pay_7114de2c063e,cus_6948a45d9b4a,2026-01-13 21:20:39.502474+00:00,15.0,USD,paid
pay_100b6b011cb8,cus_e7d76c958737,2025-10-20 21:20:39.502474+00:00,12.0,USD,paid
pay_d1ba4c8da3db,cus_e7d76c958737,2025-11-17 21:20:39.502474+00:00,12.0,USD,paid
pay_41df9a9cffc7,cus_e7d76c958737,2025-12-17 21:20:39.502474+00:00,12.0,USD,paid
pay_a9d0bdbbe501,cus_e7d76c958737,2026-01-18 21:20:39.502474+00:00,12.0,USD,paid
pay_5e78b54ca60c,cus_637bced997ea,2025-12-21 21:20:39.502474+00:00,12.0,USD,paid
pay_0803ccb526d4,cus_64ad4df23b01,2026-02-13 21:20:39.502474+00:00,15.0,USD,paid
pay_bb3df2f495bf,cus_1952bf5e57b9,2026-01-15 21:20:39.502474+00:00,45.0,USD,paid
pay_7d6df050c204,cus_a16b8d849f47,2025-07-27 21:20:39.502474+00:00,12.0,USD,paid
pay_eeab772279be,cus_a16b8d849f47,2025-08-25 21:20:39.502474+00:00,12.0,USD,paid
pay_48812938b3e8,cus_a16b8d849f47,2025-09-24 21:20:39.502474+00:00,12.0,USD,paid
pay_1f0da198865d,cus_a16b8d849f47,2025-10-24 21:20:39.502474+00:00,12.0,USD,paid
pay_56b4221ff241,cus_a16b8d849f47,2025-11-23 21:20:39.502474+00:00,12.0,USD,paid
pay_ed4b8b5b170e,cus_a16b8d849f47,2025-12-24 21:20:39.502474+00:00,12.0,USD,paid
pay_abbfb97cef32,cus_e2b2b4c488cd,2026-01-31 21:20:39.502474+00:00,12.0,USD,paid
pay_31e4d4f3fa36,cus_743c2af69545,2025-11-25 21:20:39.502474+00:00,20.0,USD,paid
pay_4845e07380a9,cus_743c2af69545,2025-12-25 21:20:39.502474+00:00,20.0,USD,paid
pay_3a41bbb5bfa0,cus_89bfee1db571,2025-12-11 21:20:39.502474+00:00,60.0,USD,paid
pay_1c3f45b43912,cus_89bfee1db571,2026-01-08 21:20:39.502474+00:00,60.0,USD,paid
pay_2488d00c7858,cus_1670b849f62a,2026-02-09 21:20:39.502474+00:00,20.0,USD,paid
pay_6952676d5e46,cus_bdfba803fa7a,2025-05-29 21:20:39.502474+00:00,15.0,USD,paid
pay_9fc9ecef5fc3,cus_bdfba803fa7a,2025-06-27 21:20:39.502474+00:00,15.0,USD,paid
pay_17d156791566,cus_bdfba803fa7a,2025-07-27 21:20:39.502474+00:00,15.0,USD,paid
pay_ab95f35c04a5,cus_bdfba803fa7a,2025-08-27 21:20:39.502474+00:00,15.0,USD,paid
pay_984a5c3520f7,cus_bdfba803fa7a,2025-09-24 21:20:39.502474+00:00,15.0,USD,paid
pay_ab1b3a4d3601,cus_bdfba803fa7a,2025-10-26 21:20:39.502474+00:00,15.0,USD,paid
pay_e881e8a6f5df,cus_bdfba803fa7a,2025-11-24 21:20:39.502474+00:00,15.0,USD,paid
pay_572daf2e7546,cus_bdfba803fa7a,2025-12-25 21:20:39.502474+00:00,15.0,USD,paid
pay_af479730d368,cus_ba1446081441,2025-12-09 21:20:39.502474+00:00,15.0,USD,paid
pay_7792faa2a9fc,cus_ba1446081441,2026-01-08 21:20:39.502474+00:00,15.0,USD,paid
pay_b92082668e48,cus_3eabb1d7bc41,2026-01-15 21:20:39.502474+00:00,12.0,USD,paid
pay_dffec3446ea0,cus_16925d416a27,2025-11-16 21:20:39.502474+00:00,60.0,USD,paid
pay_3f19ad0e814d,cus_16925d416a27,2025-12-15 21:20:39.502474+00:00,60.0,USD,paid
pay_a571b695b1a5,cus_16925d416a27,2026-01-13 21:20:39.502474+00:00,60.0,USD,paid
pay_a393a6f1680a,cus_5fda5bed85e8,2025-07-02 21:20:39.502474+00:00,15.0,USD,paid
pay_0ab87f651102,cus_5fda5bed85e8,2025-08-01 21:20:39.502474+00:00,15.0,USD,paid
pay_76d29ae1de4a,cus_5fda5bed85e8,2025-08-29 21:20:39.502474+00:00,15.0,USD,paid
pay_48a958229306,cus_5fda5bed85e8,2025-09-29 21:20:39.502474+00:00,15.0,USD,paid
pay_d2e34dcd7c13,cus_5fda5bed85e8,2025-10-28 21:20:39.502474+00:00,15.0,USD,paid
pay_85b28160b982,cus_5fda5bed85e8,2025-11-27 21:20:39.502474+00:00,15.0,USD,paid
pay_c02404ffd6b1,cus_5fda5bed85e8,2025-12-28 21:20:39.502474+00:00,15.0,USD,paid
pay_d81418044800,cus_359c85c650e5,2026-01-09 21:20:39.502474+00:00,20.0,USD,paid
pay_5b4d785a9278,cus_00866582e8b4,2024-10-21 21:20:39.502474+00:00,20.0,USD,paid
pay_afa2c46c29d6,cus_00866582e8b4,2024-11-21 21:20:39.502474+00:00,20.0,USD,paid
pay_c3b943129306,cus_00866582e8b4,2024-12-19 21:20:39.502474+00:00,20.0,USD,paid
pay_6b63fcfd8b3e,cus_00866582e8b4,2025-01-18 21:20:39.502474+00:00,20.0,USD,paid
pay_3d5bec222eb0,cus_00866582e8b4,2025-02-18 21:20:39.502474+00:00,20.0,USD,paid
pay_5866e754f485,cus_00866582e8b4,2025-03-21 21:20:39.502474+00:00,20.0,USD,paid
pay_f23c962afc0a,cus_00866582e8b4,2025-04-18 21:20:39.502474+00:00,20.0,USD,paid
pay_be0909bfdefc,cus_00866582e8b4,2025-05-20 21:20:39.502474+00:00,20.0,USD,paid
pay_788bf32ac127,cus_00866582e8b4,2025-06-17 21:20:39.502474+00:00,20.0,USD,paid
pay_1afe34a5be7a,cus_00866582e8b4,2025-07-19 21:20:39.502474+00:00,20.0,USD,paid
pay_894859e2e482,cus_00866582e8b4,2025-08-17 21:20:39.502474+00:00,20.0,USD,paid
pay_6fee865ab3a7,cus_00866582e8b4,2025-09-16 21:20:39.502474+00:00,20.0,USD,paid
pay_021ea5665735,cus_00866582e8b4,2025-10-15 21:20:39.502474+00:00,20.0,USD,paid
pay_f77a25545e6d,cus_00866582e8b4,2025-11-16 21:20:39.502474+00:00,20.0,USD,paid
pay_58b5f1e88922,cus_00866582e8b4,2025-12-16 21:20:39.502474+00:00,20.0,USD,paid
pay_dbf03f999599,cus_00866582e8b4,2026-01-13 21:20:39.502474+00:00,20.0,USD,paid
pay_2a1b0ba86075,cus_56c18c6aed19,2025-08-18 21:20:39.502474+00:00,15.0,USD,paid
pay_34c8c82fe91d,cus_56c18c6aed19,2025-09-17 21:20:39.502474+00:00,15.0,USD,paid
pay_33744bec6e7e,cus_56c18c6aed19,2025-10-16 21:20:39.502474+00:00,15.0,USD,paid
pay_c8837da265b8,cus_56c18c6aed19,2025-11-15 21:20:39.502474+00:00,15.0,USD,paid
pay_55ed90433c35,cus_56c18c6aed19,2025-12-16 21:20:39.502474+00:00,15.0,USD,paid
pay_40125ab09000,cus_56c18c6aed19,2026-01-14 21:20:39.502474+00:00,15.0,USD,paid
pay_2a04ff330596,cus_d4d250077502,2025-10-10 21:20:39.502474+00:00,15.0,USD,paid
pay_b5084e661a0e,cus_d4d250077502,2025-11-08 21:20:39.502474+00:00,15.0,USD,paid
pay_703b3ad09314,cus_d4d250077502,2025-12-09 21:20:39.502474+00:00,15.0,USD,paid
pay_349f1920e281,cus_d4d250077502,2026-01-08 21:20:39.502474+00:00,15.0,USD,paid
pay_a0e35378ca17,cus_7dddfd34ac99,2025-05-11 21:20:39.502474+00:00,60.0,USD,paid
pay_e6448c127fbe,cus_7dddfd34ac99,2025-06-10 21:20:39.502474+00:00,60.0,USD,paid
pay_5cf520d3c4dd,cus_7dddfd34ac99,2025-07-11 21:20:39.502474+00:00,60.0,USD,paid
pay_02df8f3e2552,cus_7dddfd34ac99,2025-08-10 21:20:39.502474+00:00,60.0,USD,paid
pay_80ba9e838d88,cus_7dddfd34ac99,2025-09-09 21:20:39.502474+00:00,60.0,USD,paid
pay_1b24c8f65105,cus_7dddfd34ac99,2025-10-09 21:20:39.502474+00:00,60.0,USD,paid
pay_b31377b48464,cus_7dddfd34ac99,2025-11-09 21:20:39.502474+00:00,60.0,USD,paid
pay_0853eecf7580,cus_7dddfd34ac99,2025-12-07 21:20:39.502474+00:00,60.0,USD,paid
pay_3f3626d07764,cus_7dddfd34ac99,2026-01-07 21:20:39.502474+00:00,60.0,USD,paid
pay_97d220ab7f42,cus_0eb6767f6b72,2025-03-22 21:20:39.502474+00:00,20.0,USD,paid
pay_0c4b01261abe,cus_0eb6767f6b72,2025-04-21 21:20:39.502474+00:00,20.0,USD,paid
pay_87b6ac2e62ef,cus_0eb6767f6b72,2025-05-20 21:20:39.502474+00:00,20.0,USD,paid
pay_95af3505b198,cus_0eb6767f6b72,2025-06-19 21:20:39.502474+00:00,20.0,USD,paid
pay_ef269101c8af,cus_0eb6767f6b72,2025-07-20 21:20:39.502474+00:00,20.0,USD,paid
pay_f933f592fccd,cus_0eb6767f6b72,2025-08-18 21:20:39.502474+00:00,20.0,USD,paid
pay_b632d93f9589,cus_0eb6767f6b72,2025-09-18 21:20:39.502474+00:00,20.0,USD,paid
pay_962adaee9bc9,cus_0eb6767f6b72,2025-10-19 21:20:39.502474+00:00,20.0,USD,paid
pay_9bd75605cfc4,cus_0eb6767f6b72,2025-11-18 21:20:39.502474+00:00,20.0,USD,paid
pay_ef14c8915262,cus_0eb6767f6b72,2025-12-17 21:20:39.502474+00:00,20.0,USD,paid
pay_0765a81e94c5,cus_0eb6767f6b72,2026-01-16 21:20:39.502474+00:00,20.0,USD,paid
pay_20c713de19b4,cus_8782b10c5856,2025-12-31 21:20:39.502474+00:00,12.0,USD,paid
pay_090057d2ae9c,cus_2a4b5c74af5a,2026-01-02 21:20:39.502474+00:00,15.0,USD,paid
pay_ab8c1f39eac4,cus_c866dfebfa38,2024-10-25 21:20:39.502474+00:00,12.0,USD,paid
pay_41f6ff45dbd3,cus_c866dfebfa38,2024-11-25 21:20:39.502474+00:00,12.0,USD,paid
pay_ec4b4ef9ee18,cus_c866dfebfa38,2024-12-24 21:20:39.502474+00:00,12.0,USD,paid
pay_a57ec60589a4,cus_c866dfebfa38,2025-01-25 21:20:39.502474+00:00,12.0,USD,paid
pay_e4fdedf1dfac,cus_c866dfebfa38,2025-02-22 21:20:39.502474+00:00,12.0,USD,paid
pay_5c85f670c292,cus_c866dfebfa38,2025-03-24 21:20:39.502474+00:00,12.0,USD,paid
pay_bb2c82b0cfe2,cus_c866dfebfa38,2025-04-24 21:20:39.502474+00:00,12.0,USD,paid
pay_bf0804cef28d,cus_c866dfebfa38,2025-05-25 21:20:39.502474+00:00,12.0,USD,paid
pay_88cd0fff8ade,cus_c866dfebfa38,2025-06-22 21:20:39.502474+00:00,12.0,USD,paid
pay_4167cc644cb8,cus_c866dfebfa38,2025-07-22 21:20:39.502474+00:00,12.0,USD,paid
pay_6f8754e6136c,cus_c866dfebfa38,2025-08-22 21:20:39.502474+00:00,12.0,USD,paid
pay_2ae86329a1c4,cus_c866dfebfa38,2025-09-21 21:20:39.502474+00:00,12.0,USD,paid
pay_c9340861a315,cus_c866dfebfa38,2025-10-20 21:20:39.502474+00:00,12.0,USD,paid
pay_7be77a8b1ea3,cus_c866dfebfa38,2025-11-19 21:20:39.502474+00:00,12.0,USD,paid
pay_d9cc5d6e773c,cus_c866dfebfa38,2025-12-21 21:20:39.502474+00:00,12.0,USD,paid
pay_c2c544f9b86e,cus_7ee75cd30b4e,2025-12-02 21:20:39.502474+00:00,45.0,USD,paid
pay_5d18e5cd9226,cus_7ee75cd30b4e,2026-01-01 21:20:39.502474+00:00,45.0,USD,paid
pay_7906a4bbbc98,cus_c4745efb30bb,2026-01-12 21:20:39.502474+00:00,90.0,USD,paid
pay_85ebf9e3c348,cus_abaa1dcaeb8b,2026-02-03 21:20:39.502474+00:00,12.0,USD,paid
pay_9948ec7ef860,cus_1928f300588c,2025-11-20 21:20:39.502474+00:00,20.0,USD,paid
pay_a657049fc487,cus_1928f300588c,2025-12-20 21:20:39.502474+00:00,20.0,USD,paid
pay_8d3fad35d9bd,cus_59a1e4227a42,2024-12-02 21:20:39.502474+00:00,12.0,USD,paid
pay_2bb59bca0fb4,cus_a582240a3f91,2025-09-24 21:20:39.502474+00:00,12.0,USD,paid
pay_f62d491d1efb,cus_a582240a3f91,2025-10-23 21:20:39.502474+00:00,12.0,USD,paid
pay_18d159fd0a6b,cus_a582240a3f91,2025-11-24 21:20:39.502474+00:00,12.0,USD,paid
